course,plannedNumberOfStudents,seniorHours,assistantHours
I-12645,60,260,300
I-12646,150,280,600
I-12647,100,280,420
I-12648,150,280,400
I-12649,150,240,300
I-12650,100,240,360
I-12651,150,240,480
I-12652,200,260,360
I-12653,200,260,400
I-12654,100,260,400
I-12655,200,240,420
I-12656,200,280,600
I-12657,200,280,400
I-12658,60,260,500
I-12659,100,240,500
I-12660,60,260,400
I-12661,200,240,560
I-12662,200,280,420
I-12663,100,240,360
I-12664,60,240,360
I-12665,200,260,600
I-12666,100,280,400
I-12667,100,280,560
I-12668,60,260,480
I-12669,60,240,480
I-12670,100,280,360
I-12671,150,280,600
I-12672,200,260,700
I-12673,200,280,600
I-12674,60,280,480
I-12675,100,240,400
I-12676,150,260,420
I-12677,150,280,600
I-12678,200,280,420
I-12679,100,260,300
I-12680,200,260,700
I-12681,60,240,600
I-12682,100,280,420
I-12683,100,260,400
I-12684,150,280,560
I-12685,100,240,480
I-12686,60,260,360
I-12687,200,240,300
I-12688,150,280,560
I-12689,150,260,480
I-12690,100,280,560
I-12691,150,260,480
I-12692,100,280,600
I-12693,150,240,400
I-12694,100,240,360
I-12695,100,280,480
I-12696,60,260,360
I-12697,60,260,400
I-12698,200,260,480
I-12699,60,240,400
I-12700,150,260,700
I-12701,150,260,400
I-12702,150,240,300
I-12703,60,280,500
I-12704,150,260,500
I-12705,200,240,600
I-12706,200,260,360
I-12707,60,280,400
I-12708,100,260,420
I-12709,100,240,360
I-12710,200,260,420
I-12711,200,260,400
I-12712,100,260,560
I-12713,100,280,300
I-12714,100,240,480
I-12715,200,240,560
I-12716,100,280,700
I-12717,150,280,560
I-12718,150,280,420
I-12719,60,260,500
I-12720,150,260,600
I-12721,100,240,500
I-12722,200,240,360
I-12723,150,260,560
I-12724,150,260,360
I-12725,200,260,600
I-12726,60,240,500
I-12727,200,240,600
I-12728,150,280,560
I-12729,150,260,400
I-12730,200,260,560
I-12731,200,240,500
I-12732,100,280,480
I-12733,100,240,700
I-12734,60,260,480
I-12735,150,240,300
I-12736,100,260,500
I-12737,60,260,500
I-12738,200,240,400
I-12739,60,240,600
I-12740,150,240,600
I-12741,200,240,420
I-12742,200,280,700
I-12743,100,260,700
I-12744,60,240,600
I-12745,200,280,560
I-12746,150,280,400
I-12747,200,260,360
I-12748,60,280,360
I-12749,60,260,420
I-12750,200,260,500
I-12751,60,260,500
I-12752,60,240,560
I-12753,200,280,560
I-12754,150,240,600
I-12755,100,280,500
I-12756,100,240,420
I-12757,150,280,420
I-12758,60,280,480
I-12759,60,280,560
I-12760,100,240,600
I-12761,200,280,700
I-12762,150,260,400
I-12763,200,280,300
I-12764,200,280,700
I-12765,200,280,300
I-12766,150,260,560
I-12767,60,260,500
I-12768,100,240,700
I-12769,200,260,600
I-12770,150,280,400
I-12771,60,280,420
I-12772,100,240,600
I-12773,100,240,300
I-12774,150,240,400
I-12775,100,260,300
I-12776,150,240,400
I-12777,150,240,400
I-12778,200,240,560
I-12779,150,260,480
I-12780,60,260,560
I-12781,150,240,360
I-12782,100,240,480
I-12783,150,280,420
I-12784,150,240,560
I-12785,150,240,600
I-12786,100,280,420
I-12787,60,260,500
I-12788,100,280,360
I-12789,100,240,600
I-12790,200,280,700
I-12791,60,280,500
I-12792,150,260,420
I-12793,60,280,400
I-12794,200,260,500
I-12795,100,260,560
I-12796,100,240,360
I-12797,150,280,560
I-12798,200,240,420
I-12799,60,280,360
I-12800,100,280,500
I-12801,100,280,600
I-12802,200,280,500
I-12803,150,280,420
I-12804,150,240,420
I-12805,150,260,700
I-12806,60,280,300
I-12807,150,280,360
I-12808,100,280,400
I-12809,60,260,420
I-12810,60,240,600
I-12811,200,240,420
I-12812,60,280,400
I-12813,100,260,700
I-12814,150,260,560
I-12815,200,260,700
I-12816,150,240,400
I-12817,60,260,560
I-12818,60,260,500
I-12819,100,280,300
I-12820,100,260,400
I-12821,200,240,480
I-12822,150,260,560
I-12823,200,240,400
I-12824,200,240,360
I-12825,60,260,480
I-12826,60,260,480
I-12827,60,240,700
I-12828,60,260,360
I-12829,150,260,300
I-12830,60,240,560
I-12831,60,240,600
I-12832,100,240,420
I-12833,100,260,600
I-12834,200,280,560
I-12835,200,260,560
I-12836,60,260,360
I-12837,200,240,420
I-12838,150,260,400
I-12839,150,240,480
I-12840,60,280,400
I-12841,100,280,400
I-12842,100,260,600
I-12843,150,280,360
I-12844,100,260,600
I-12845,200,280,700
I-12846,100,280,300
I-12847,60,240,420
I-12848,200,280,300
I-12849,100,280,600
I-12850,200,240,500
I-12851,60,280,560
I-12852,100,240,500
I-12853,60,280,600
I-12854,100,280,480
I-12855,200,260,360
I-12856,150,280,500
I-12857,60,260,300
I-12858,150,280,300
I-12859,100,240,700
I-12860,150,280,360
I-12861,200,240,700
I-12862,200,280,420
I-12863,200,240,300
I-12864,200,260,480
I-12865,100,260,500
I-12866,100,260,600
I-12867,200,280,360
I-12868,100,280,400
I-12869,150,260,600
I-12870,200,280,560
I-12871,100,280,420
I-12872,60,260,600
I-12873,150,260,600
I-12874,60,260,300
I-12875,200,280,360
I-12876,100,240,400
I-12877,60,260,400
I-12878,150,280,360
I-12879,200,280,400
I-12880,100,280,600
I-12881,100,240,360
I-12882,150,280,400
I-12883,100,240,420
I-12884,100,280,700
I-12885,100,280,420
I-12886,100,240,700
I-12887,100,240,400
I-12888,150,280,420
I-12889,200,280,420
I-12890,150,240,300
I-12891,100,240,480
I-12892,150,260,700
I-12893,60,280,700
I-12894,100,260,480
I-12895,150,260,400
I-12896,60,260,500
I-12897,150,280,360
I-12898,60,240,420
I-12899,150,260,300
I-12900,100,280,420
I-12901,60,240,600
I-12902,200,240,400
I-12903,100,280,300
I-12904,100,240,700
I-12905,200,280,400
I-12906,150,240,300
I-12907,200,280,300
I-12908,60,260,400
I-12909,200,260,600
I-12910,60,280,360
I-12911,150,280,560
I-12912,100,260,400
I-12913,100,280,360
I-12914,60,280,700
I-12915,100,260,360
I-12916,150,260,560
I-12917,150,260,480
I-12918,60,240,420
I-12919,100,240,500
I-12920,100,240,420
I-12921,60,240,400
I-12922,60,240,560
I-12923,200,240,360
I-12924,100,240,500
I-12925,100,240,500
I-12926,60,240,300
I-12927,150,240,300
I-12928,100,260,560
I-12929,150,260,700
I-12930,200,280,480
I-12931,200,260,300
I-12932,150,280,560
I-12933,60,260,360
I-12934,150,240,400
I-12935,100,280,300
I-12936,100,240,500
I-12937,100,280,400
I-12938,200,280,400
I-12939,150,240,360
I-12940,100,240,420
I-12941,150,280,360
I-12942,100,260,360
I-12943,60,280,300
I-12944,200,280,480
I-12945,60,260,600
I-12946,200,280,560
I-12947,60,260,600
I-12948,100,240,600
I-12949,60,280,700
I-12950,150,240,420
I-12951,60,280,600
I-12952,60,260,560
I-12953,200,240,300
I-12954,100,240,560
I-12955,60,280,360
I-12956,200,240,360
I-12957,100,240,700
I-12958,60,240,480
I-12959,60,260,500
I-12960,150,240,560
I-12961,60,280,360
I-12962,60,280,480
I-12963,100,240,420
I-12964,100,260,560
I-12965,150,240,480
I-12966,200,260,600
I-12967,150,260,480
I-12968,150,240,360
I-12969,200,260,500
I-12970,100,280,480
I-12971,200,240,360
I-12972,100,240,400
I-12973,100,260,360
I-12974,200,240,600
I-12975,150,280,360
I-12976,200,280,400
I-12977,150,240,360
I-12978,100,260,420
I-12979,200,240,500
I-12980,100,260,480
I-12981,150,240,480
I-12982,60,280,480
I-12983,60,260,400
I-12984,60,280,400
I-12985,200,240,360
I-12986,60,240,480
I-12987,150,260,600
I-12988,150,260,420
I-12989,100,240,600
I-12990,150,280,360
I-12991,150,240,560
I-12992,150,260,420
I-12993,200,280,600
I-12994,150,260,600
I-12995,150,240,500
I-12996,150,280,560
I-12997,100,260,420
I-12998,200,240,600
I-12999,200,260,400
I-13000,60,260,500
I-13001,60,260,500
I-13002,60,240,560
I-13003,200,280,700
I-13004,200,240,400
I-13005,200,280,360
I-13006,60,240,480
I-13007,60,260,560
I-13008,200,260,480
I-13009,100,260,400
I-13010,100,260,300
I-13011,60,240,500
I-13012,60,280,300
I-13013,150,260,400
I-13014,60,240,480
I-13015,100,280,560
I-13016,150,280,360
I-13017,200,280,400
I-13018,60,240,480
I-13019,150,240,500
I-13020,200,280,560
I-13021,60,260,600
I-13022,150,240,400
I-13023,150,260,360
I-13024,100,260,300
I-13025,60,240,560
I-13026,100,240,420
I-13027,150,240,480
I-13028,200,280,560
I-13029,150,260,360
I-13030,200,280,400
I-13031,200,280,500
I-13032,200,240,700
I-13033,150,240,300
I-13034,60,280,420
I-13035,200,280,480
I-13036,200,240,560
I-13037,200,240,600
I-13038,200,280,700
I-13039,60,260,600
I-13040,100,240,700
I-13041,150,240,360
I-13042,60,280,500
I-13043,100,260,480
I-13044,150,260,700
I-13045,150,260,500
I-13046,60,280,300
I-13047,100,280,360
I-13048,200,280,360
I-13049,200,260,480
I-13050,100,260,700
I-13051,200,240,500
I-13052,100,240,420
I-13053,100,240,400
I-13054,200,280,500
I-13055,200,260,300
I-13056,100,280,360
I-13057,150,240,300
I-13058,60,280,500
I-13059,200,280,480
I-13060,200,280,600
I-13061,60,260,420
I-13062,200,240,560
I-13063,60,280,480
I-13064,60,260,400
I-13065,100,240,560
I-13066,200,240,600
I-13067,150,240,300
I-13068,200,280,500
I-13069,100,240,500
I-13070,150,240,700
I-13071,100,240,480
I-13072,100,260,400
I-13073,200,280,400
I-13074,150,260,600
I-13075,60,280,420
I-13076,200,240,360
I-13077,60,260,360
I-13078,200,240,420
I-13079,60,280,400
I-13080,200,240,360
I-13081,200,280,300
I-13082,200,260,480
I-13083,60,260,420
I-13084,150,280,500
I-13085,100,260,600
I-13086,200,280,420
I-13087,100,240,700
I-13088,150,280,700
I-13089,60,240,480
I-13090,100,260,700
I-13091,200,280,400
I-13092,150,260,500
I-13093,100,280,300
I-13094,60,240,420
I-13095,200,260,500
I-13096,100,240,700
I-13097,200,280,560
I-13098,100,280,400
I-13099,150,280,560
I-13100,60,240,360
I-13101,100,280,560
I-13102,100,280,420
I-13103,150,280,300
I-13104,150,280,300
I-13105,100,260,420
I-13106,100,260,700
I-13107,200,240,600
I-13108,200,280,700
I-13109,200,240,420
I-13110,60,280,360
I-13111,60,280,700
I-13112,100,280,600
I-13113,150,280,420
I-13114,60,260,600
I-13115,60,240,400
I-13116,200,260,300
I-13117,60,280,700
I-13118,150,280,600
I-13119,200,260,500
I-13120,150,240,500
I-13121,150,280,700
I-13122,200,260,420
I-13123,100,280,500
I-13124,200,280,500
I-13125,150,240,560
I-13126,60,280,400
I-13127,150,280,600
I-13128,60,260,600
I-13129,100,240,480
I-13130,60,280,400
I-13131,150,260,560
I-13132,60,280,560
I-13133,200,260,420
I-13134,60,240,360
I-13135,60,260,560
I-13136,100,240,700
I-13137,150,240,700
I-13138,60,280,420
I-13139,100,280,420
I-13140,150,260,600
I-13141,100,280,400
I-13142,100,240,420
I-13143,60,240,480
I-13144,150,260,560
I-13145,60,260,600
I-13146,60,240,360
I-13147,100,280,500
I-13148,60,260,300
I-13149,100,280,480
I-13150,100,240,500
I-13151,150,260,360
I-13152,200,260,480
I-13153,200,280,600
I-13154,60,240,560
I-13155,100,280,600
I-13156,150,260,560
I-13157,200,260,700
I-13158,60,260,560
I-13159,60,260,420
I-13160,150,240,480
I-13161,150,280,480
I-13162,200,240,560
I-13163,60,240,560
I-13164,150,240,400
I-13165,150,280,700
I-13166,100,240,700
I-13167,60,240,300
I-13168,150,240,700
I-13169,200,240,400
I-13170,100,260,560
I-13171,150,260,600
I-13172,100,240,600
I-13173,150,260,560
I-13174,60,280,600
I-13175,150,280,600
I-13176,60,240,480
I-13177,60,240,300
I-13178,150,240,360
I-13179,100,260,360
I-13180,150,260,600
I-13181,200,260,480
I-13182,200,260,700
I-13183,150,280,600
I-13184,60,280,400
I-13185,200,280,420
I-13186,200,280,360
I-13187,100,260,360
I-13188,150,260,700
I-13189,60,240,500
I-13190,60,260,300
I-13191,200,240,560
I-13192,200,260,420
I-13193,100,280,560
I-13194,200,280,300
I-13195,150,260,420
I-13196,200,280,360
I-13197,150,240,500
I-13198,150,240,360
I-13199,100,260,480
I-13200,200,240,400
I-13201,200,260,360
I-13202,60,280,480
I-13203,200,280,560
I-13204,60,240,360
I-13205,60,240,700
I-13206,60,260,420
I-13207,100,260,500
I-13208,100,260,300
I-13209,150,280,480
I-13210,60,240,700
I-13211,150,260,500
I-13212,150,260,560
I-13213,100,260,480
I-13214,60,280,700
I-13215,100,240,360
I-13216,150,240,300
I-13217,200,260,480
I-13218,100,260,420
I-13219,60,260,300
I-13220,60,240,420
I-13221,150,280,400
I-13222,100,240,400
I-13223,60,260,500
I-13224,200,260,500
I-13225,60,240,600
I-13226,60,240,400
I-13227,150,260,360
I-13228,150,240,560
I-13229,150,280,700
I-13230,150,260,700
I-13231,60,280,560
I-13232,100,280,560
I-13233,60,260,400
I-13234,200,240,600
I-13235,60,280,300
I-13236,60,240,480
I-13237,60,280,400
I-13238,200,240,480
I-13239,200,280,500
I-13240,60,260,500
I-13241,200,240,300
I-13242,60,240,300
I-13243,150,260,560
I-13244,200,260,560
I-13245,100,260,400
I-13246,100,260,700
I-13247,60,260,560
I-13248,100,240,420
I-13249,150,260,600
I-13250,150,260,600
I-13251,200,260,600
I-13252,100,260,560
I-13253,150,260,480
I-13254,150,260,700
I-13255,60,260,420
I-13256,200,240,420
I-13257,100,280,500
I-13258,100,260,600
I-13259,150,260,420
I-13260,100,260,480
I-13261,100,260,360
I-13262,200,280,360
I-13263,100,240,600
I-13264,60,260,700
I-13265,60,280,420
I-13266,150,280,500
I-13267,150,280,560
I-13268,200,260,600
I-13269,150,260,300
I-13270,60,240,360
I-13271,100,240,480
I-13272,200,240,360
I-13273,200,240,360
I-13274,60,240,560
I-13275,60,260,420
I-13276,100,280,420
I-13277,200,240,500
I-13278,100,280,480
I-13279,200,240,420
I-13280,60,280,560
I-13281,60,280,400
I-13282,200,260,420
I-13283,60,240,300
I-13284,100,280,420
I-13285,100,280,500
I-13286,200,240,600
I-13287,150,280,420
I-13288,60,260,400
I-13289,150,280,360
I-13290,100,260,560
I-13291,100,280,360
I-13292,100,280,300
I-13293,150,240,480
I-13294,60,260,560
I-13295,200,280,480
I-13296,200,280,480
I-13297,60,280,420
I-13298,100,280,400
I-13299,150,280,420
I-13300,100,260,360
I-13301,60,280,700
I-13302,100,280,400
I-13303,60,240,500
I-13304,60,260,360
I-13305,100,260,600
I-13306,200,280,300
I-13307,200,240,480
I-13308,60,240,300
I-13309,150,240,300
I-13310,100,240,480
I-13311,100,240,360
I-13312,200,280,560
I-13313,60,280,700
I-13314,200,240,560
I-13315,60,260,560
I-13316,60,260,300
I-13317,150,240,420
I-13318,200,280,600
I-13319,60,240,480
I-13320,200,240,400
I-13321,60,260,300
I-13322,200,240,300
I-13323,100,280,500
I-13324,60,280,500
I-13325,200,260,600
I-13326,150,260,400
I-13327,200,260,300
I-13328,150,240,400
I-13329,200,260,400
I-13330,60,260,700
I-13331,150,260,600
I-13332,200,260,560
I-13333,100,240,400
I-13334,60,240,600
I-13335,200,260,480
I-13336,200,240,560
I-13337,200,280,500
I-13338,150,240,420
I-13339,150,280,600
I-13340,150,260,400
I-13341,150,280,480
I-13342,150,260,500
I-13343,60,280,700
I-13344,100,240,600
I-13345,150,240,700
I-13346,60,260,480
I-13347,200,280,700
I-13348,150,280,300
I-13349,100,240,400
I-13350,100,240,560
I-13351,100,240,700
I-13352,100,280,360
I-13353,150,280,600
I-13354,60,260,400
I-13355,60,280,300
I-13356,200,280,560
I-13357,150,280,500
I-13358,200,280,560
I-13359,150,280,560
I-13360,150,260,400
I-13361,150,240,400
I-13362,60,260,360
I-13363,150,280,500
I-13364,60,280,420
I-13365,100,280,700
I-13366,100,260,700
I-13367,150,260,360
I-13368,200,260,500
I-13369,200,280,600
I-13370,60,260,560
I-13371,100,240,400
I-13372,60,280,500
I-13373,60,280,500
I-13374,60,260,500
I-13375,100,260,600
I-13376,150,240,480
I-13377,60,260,500
I-13378,60,280,600
I-13379,200,280,700
I-13380,100,240,700
I-13381,100,240,700
I-13382,200,260,560
I-13383,100,240,360
I-13384,60,280,600
I-13385,60,260,560
I-13386,150,260,420
I-13387,200,240,700
I-13388,150,240,480
I-13389,150,240,300
I-13390,60,240,600
I-13391,150,280,480
I-13392,60,240,600
I-13393,150,240,560
I-13394,200,240,360
I-13395,150,280,360
I-13396,150,260,560
I-13397,150,240,480
I-13398,100,240,560
I-13399,60,260,400
I-13400,200,260,400
I-13401,150,260,360
I-13402,100,280,500
I-13403,60,260,400
I-13404,200,260,560
I-13405,100,260,420
I-13406,100,280,300
I-13407,100,260,500
I-13408,100,280,600
I-13409,200,280,300
I-13410,100,240,600
I-13411,60,240,700
I-13412,150,240,500
I-13413,200,240,500
I-13414,200,240,420
I-13415,100,280,700
I-13416,150,240,400
I-13417,60,280,500
I-13418,60,240,360
I-13419,100,260,500
I-13420,150,280,560
I-13421,200,280,420
I-13422,200,260,360
I-13423,60,260,300
I-13424,60,260,480
I-13425,200,260,300
I-13426,100,240,300
I-13427,60,240,400
I-13428,200,260,600
I-13429,200,240,300
I-13430,60,260,420
I-13431,150,240,700
I-13432,100,240,560
I-13433,100,280,700
I-13434,60,240,480
I-13435,100,260,420
I-13436,60,240,480
I-13437,100,280,300
I-13438,60,240,480
I-13439,200,280,420
I-13440,150,260,480
I-13441,150,240,360
I-13442,150,280,560
I-13443,60,260,500
I-13444,200,240,560
I-13445,100,240,600
I-13446,100,260,560
I-13447,100,240,560
I-13448,150,260,480
I-13449,60,240,600
I-13450,60,260,560
I-13451,150,240,560
I-13452,60,240,360
I-13453,150,260,360
I-13454,100,260,480
I-13455,60,260,500
I-13456,100,240,400
I-13457,60,240,600
I-13458,60,260,700
I-13459,60,240,600
I-13460,200,260,600
I-13461,60,260,600
I-13462,150,280,480
I-13463,60,280,700
I-13464,100,260,400
I-13465,100,280,480
I-13466,150,240,360
I-13467,150,240,420
I-13468,200,260,600
I-13469,150,280,500
I-13470,200,280,600
I-13471,100,240,360
I-13472,60,240,700
I-13473,60,280,600
I-13474,60,260,400
I-13475,60,280,420
I-13476,60,280,420
I-13477,100,240,560
I-13478,60,280,500
I-13479,200,280,360
I-13480,200,240,500
I-13481,60,240,600
I-13482,150,260,600
I-13483,100,240,420
I-13484,60,260,420
I-13485,60,280,600
I-13486,150,260,700
I-13487,150,240,560
I-13488,60,280,500
I-13489,60,240,560
I-13490,60,260,400
I-13491,150,280,600
I-13492,200,260,500
I-13493,200,260,360
I-13494,100,240,480
I-13495,100,240,300
I-13496,200,240,600
I-13497,200,280,300
I-13498,200,240,560
I-13499,60,240,500
I-13500,100,260,560
I-13501,150,280,480
I-13502,150,280,700
I-13503,200,240,700
I-13504,60,240,480
I-13505,100,280,400
I-13506,60,260,500
I-13507,200,260,300
I-13508,60,280,600
I-13509,200,280,560
I-13510,100,260,300
I-13511,200,280,360
I-13512,150,280,300
I-13513,200,280,500
I-13514,60,260,420
I-13515,200,260,480
I-13516,60,260,500
I-13517,150,240,600
I-13518,200,260,300
I-13519,100,280,480
I-13520,200,260,420
I-13521,200,240,480
I-13522,150,260,400
I-13523,150,240,480
I-13524,60,280,300
I-13525,150,280,360
I-13526,100,240,300
I-13527,100,260,400
I-13528,100,280,500
I-13529,150,260,500
I-13530,150,280,300
I-13531,200,260,420
I-13532,200,260,480
I-13533,150,260,600
I-13534,100,260,420
I-13535,60,260,700
I-13536,60,240,360
I-13537,60,260,700
I-13538,60,260,560
I-13539,200,240,700
I-13540,200,280,480
I-13541,60,260,600
I-13542,150,280,600
I-13543,60,240,300
I-13544,200,280,600
I-13545,150,260,500
I-13546,100,260,600
I-13547,100,280,300
I-13548,150,280,700
I-13549,100,240,480
I-13550,100,260,360
I-13551,150,280,560
I-13552,100,240,420
I-13553,150,240,560
I-13554,150,280,500
I-13555,60,280,560
I-13556,100,240,420
I-13557,60,260,600
I-13558,100,240,300
I-13559,150,280,480
I-13560,60,240,480
I-13561,150,280,700
I-13562,200,260,500
I-13563,150,240,480
I-13564,60,280,600
I-13565,150,240,560
I-13566,200,280,480
I-13567,150,260,600
I-13568,150,240,700
I-13569,150,280,500
I-13570,100,240,400
I-13571,60,240,300
I-13572,60,240,700
I-13573,100,260,500
I-13574,60,240,420
I-13575,200,280,700
I-13576,100,260,300
I-13577,100,280,360
I-13578,200,280,420
I-13579,60,280,420
I-13580,200,280,700
I-13581,100,260,560
I-13582,150,240,300
I-13583,100,240,420
I-13584,100,260,480
I-13585,100,260,700
I-13586,60,260,560
I-13587,200,280,300
I-13588,60,260,300
I-13589,200,260,500
I-13590,60,260,700
I-13591,200,280,300
I-13592,60,240,500
I-13593,100,240,400
I-13594,100,240,400
I-13595,200,260,560
I-13596,100,280,500
I-13597,200,260,420
I-13598,100,240,480
I-13599,200,260,360
I-13600,200,260,600
I-13601,200,280,480
I-13602,60,240,480
I-13603,60,240,420
I-13604,150,240,600
I-13605,100,240,560
I-13606,150,240,420
I-13607,60,260,420
I-13608,200,260,560
I-13609,200,260,480
I-13610,100,260,560
I-13611,100,280,420
I-13612,200,240,360
I-13613,200,280,700
I-13614,60,280,300
I-13615,60,240,360
I-13616,200,260,420
I-13617,60,280,420
I-13618,150,280,480
I-13619,200,280,360
I-13620,60,240,360
I-13621,200,240,360
I-13622,100,280,480
I-13623,150,280,700
I-13624,100,240,700
I-13625,150,260,600
I-13626,150,280,600
I-13627,150,280,360
I-13628,150,240,420
I-13629,60,280,400
I-13630,150,240,360
I-13631,60,260,500
I-13632,60,260,400
I-13633,100,260,420
I-13634,100,240,600
I-13635,200,240,560
I-13636,100,240,360
I-13637,100,240,600
I-13638,60,280,600
I-13639,200,280,700
I-13640,150,280,420
I-13641,100,260,420
I-13642,150,240,560
I-13643,100,280,700
I-13644,200,240,700
I-13645,100,280,560
I-13646,100,260,420
I-13647,60,240,420
I-13648,200,240,560
I-13649,200,260,480
I-13650,150,280,400
I-13651,100,260,480
I-13652,150,260,600
I-13653,200,280,700
I-13654,100,280,420
I-13655,100,240,600
I-13656,200,240,560
I-13657,100,240,560
I-13658,200,280,600
I-13659,150,240,700
I-13660,150,260,600
I-13661,200,260,560
I-13662,200,240,500
I-13663,150,280,480
I-13664,150,280,560
I-13665,60,260,560
I-13666,200,280,700
I-13667,200,260,600
I-13668,150,260,400
I-13669,100,240,300
I-13670,60,260,360
I-13671,100,260,560
I-13672,150,260,600
I-13673,100,280,400
I-13674,100,280,600
I-13675,150,260,700
I-13676,60,240,300
I-13677,200,260,300
I-13678,150,280,500
I-13679,200,260,600
I-13680,200,240,300
I-13681,100,260,700
I-13682,200,240,420
I-13683,60,260,700
I-13684,60,240,560
I-13685,100,240,300
I-13686,100,240,300
I-13687,200,260,500
I-13688,60,280,360
I-13689,200,240,300
I-13690,100,240,400
I-13691,60,260,500
I-13692,200,240,500
I-13693,200,280,420
I-13694,100,280,480
I-13695,200,280,360
I-13696,150,240,360
I-13697,100,280,560
I-13698,100,260,400
I-13699,150,240,480
I-13700,100,240,420
I-13701,60,260,420
I-13702,200,240,700
I-13703,150,280,600
I-13704,200,280,480
I-13705,100,280,300
I-13706,60,240,600
I-13707,100,240,500
I-13708,100,280,360
I-13709,200,260,360
I-13710,150,260,300
I-13711,60,240,480
I-13712,150,280,700
I-13713,150,240,560
I-13714,150,240,300
I-13715,60,260,600
I-13716,60,240,360
I-13717,200,260,420
I-13718,150,260,480
I-13719,100,240,560
I-13720,60,240,420
I-13721,60,260,600
I-13722,60,260,480
I-13723,200,280,700
I-13724,200,240,480
I-13725,60,260,480
I-13726,100,240,480
I-13727,150,240,300
I-13728,200,260,560
I-13729,60,260,700
I-13730,100,240,360
I-13731,100,280,360
I-13732,60,280,500
I-13733,150,280,600
I-13734,60,240,500
I-13735,150,240,300
I-13736,200,280,400
I-13737,100,260,700
I-13738,200,240,500
I-13739,60,240,400
I-13740,60,280,600
I-13741,60,280,500
I-13742,150,260,360
I-13743,200,280,700
I-13744,150,260,300
I-13745,200,240,560
I-13746,200,280,300
I-13747,150,260,600
I-13748,150,280,480
I-13749,60,240,300
I-13750,60,240,300
I-13751,100,260,400
I-13752,200,260,560
I-13753,200,280,560
I-13754,200,280,400
I-13755,60,280,360
I-13756,100,240,420
I-13757,100,240,600
I-13758,60,240,500
I-13759,100,280,480
I-13760,200,240,300
I-13761,150,280,360
I-13762,100,240,500
I-13763,60,240,360
I-13764,150,280,600
I-13765,60,260,600
I-13766,100,240,500
I-13767,150,280,420
I-13768,60,240,420
I-13769,60,260,560
I-13770,200,260,560
I-13771,200,240,400
I-13772,150,260,600
I-13773,200,240,360
I-13774,200,280,560
I-13775,150,240,560
I-13776,60,280,700
I-13777,60,260,420
I-13778,200,280,420
I-13779,150,240,700
I-13780,100,240,360
I-13781,150,260,420
I-13782,100,280,700
I-13783,60,240,560
I-13784,200,260,360
I-13785,100,280,300
I-13786,100,240,400
I-13787,200,280,420
I-13788,100,280,600
I-13789,100,260,600
I-13790,200,240,420
I-13791,200,260,360
I-13792,150,260,300
I-13793,60,240,700
I-13794,200,260,500
I-13795,60,260,600
I-13796,100,260,420
I-13797,100,240,560
I-13798,60,260,600
I-13799,100,260,480
I-13800,100,280,420
I-13801,100,280,420
I-13802,60,260,600
I-13803,100,260,480
I-13804,150,280,500
I-13805,200,240,420
I-13806,200,240,400
I-13807,200,280,600
I-13808,150,280,360
I-13809,60,240,500
I-13810,60,260,300
I-13811,100,280,480
I-13812,200,280,600
I-13813,60,260,700
I-13814,60,260,360
I-13815,150,240,560
I-13816,60,240,300
I-13817,100,280,300
I-13818,100,260,560
I-13819,200,240,300
I-13820,100,280,420
I-13821,200,240,560
I-13822,60,240,360
I-13823,200,280,300
I-13824,200,240,300
I-13825,60,240,700
I-13826,60,280,420
I-13827,100,280,300
I-13828,200,280,480
I-13829,100,240,420
I-13830,200,280,560
I-13831,100,260,480
I-13832,60,260,600
I-13833,60,240,500
I-13834,200,240,560
I-13835,100,260,300
I-13836,200,280,480
I-13837,60,280,600
I-13838,100,240,560
I-13839,60,280,480
I-13840,100,260,600
I-13841,60,280,600
I-13842,100,280,400
I-13843,60,260,700
I-13844,150,280,600
I-13845,100,280,500
I-13846,60,280,400
I-13847,100,260,560
I-13848,150,260,360
I-13849,100,280,300
I-13850,100,280,500
I-13851,60,280,360
I-13852,100,260,300
I-13853,150,240,480
I-13854,60,260,360
I-13855,60,260,420
I-13856,100,280,560
I-13857,100,240,700
I-13858,100,240,360
I-13859,100,260,400
I-13860,60,240,600
I-13861,60,280,560
I-13862,200,240,420
I-13863,100,240,420
I-13864,100,280,500
I-13865,60,260,500
I-13866,200,260,420
I-13867,200,280,360
I-13868,100,280,400
I-13869,100,280,420
I-13870,60,280,560
I-13871,200,280,700
I-13872,200,280,420
I-13873,100,280,700
I-13874,150,280,600
I-13875,150,240,700
I-13876,200,280,300
I-13877,60,240,400
I-13878,150,280,600
I-13879,200,280,560
I-13880,100,240,600
I-13881,200,280,400
I-13882,150,240,500
I-13883,100,280,560
I-13884,60,240,420
I-13885,200,240,360
I-13886,60,280,360
I-13887,200,260,300
I-13888,100,240,700
I-13889,60,280,560
I-13890,200,260,360
I-13891,60,260,560
I-13892,150,240,360
I-13893,200,260,700
I-13894,60,260,480
I-13895,60,280,700
I-13896,200,260,600
I-13897,150,260,500
I-13898,200,260,420
I-13899,150,260,400
I-13900,60,260,600
I-13901,100,240,400
I-13902,60,280,500
I-13903,60,240,360
I-13904,100,260,420
I-13905,200,240,400
I-13906,150,260,700
I-13907,150,260,360
I-13908,100,260,500
I-13909,150,260,300
I-13910,200,280,500
I-13911,200,260,360
I-13912,200,260,560
I-13913,60,260,480
I-13914,150,260,600
